ID	GeneID	MES_83	MES_326	MES_1123	PN_19	PN_157	PN_528
4519	ENSG00000141504.11	0.392	0.209	0.264	0.124	0.156	0.176
5911	ENSG00000133895.14	0.327	0.401	0.238	0.137	0.219	0.16
3825	ENSG00000161996.18	0.279	1	1	0	0	0
4120	ENSG00000182389.19	0.087	0.167	0.288	0.658	0.398	0.765
5322	ENSG00000186364.11	0.405	0.485	0.539	1	0.594	1
1325	ENSG00000213983.11	0.959	0.892	0.903	0.601	0.711	0.632
5100	ENSG00000132640.14	0.192	0.156	0.395	0.503	0.578	0.717
3879	ENSG00000135454.13	0.795	0.826	0.836	0.982	0.94	1
5749	ENSG00000149483.11	0.613	0.82	0.664	0.905	0.81	0.939
1710	ENSG00000089682.16	0.954	0.95	0.783	1	1	1
5003	ENSG00000100023.18	1	1	0.652	0.621	0.19	0.319
848	ENSG00000109065.11	0.746	0.637	0.771	0.322	0.476	0.558
5630	ENSG00000145833.15	0.074	0.062	0.08	0.122	0.242	0.168
45	ENSG00000182796.13	1	1	0.919	0.809	0.906	0.752
3448	ENSG00000104763.18	0.317	0.198	0.209	0.146	0.102	0.14
1013	ENSG00000102901.12	0.411	0.466	0.344	1	0.512	1
4133	ENSG00000266714.6	0.282	0.116	0.395	1	0.611	1
4433	ENSG00000151923.17	0.471	0.427	0.455	0.204	0.416	0.208
4367	ENSG00000120217.13	0.824	0.907	0.768	1	1	1
5879	ENSG00000108963.17	0.27	0.376	0.513	0.735	0.888	0.707
2562	ENSG00000237441.9	0.237	0.197	0.258	0.109	0.125	0.142
5383	ENSG00000010318.20	0.227	0.324	0.255	0.352	1	1
3084	ENSG00000003756.16	0.883	0.8	0.881	0.567	0.808	0.548
178	ENSG00000159199.13	1	1	0.869	0.466	0.763	0.872
2293	ENSG00000174021.10	0.204	0.391	0.268	0.562	1	1
5727	ENSG00000152527.13	0.083	0.186	0.476	0.572	0.477	0.676
1931	ENSG00000165801.9	0.426	0.56	0.421	0.864	0.756	1
5117	ENSG00000167799.9	0.068	0.407	0.355	1	0.343	1
5097	ENSG00000080823.22	0.35	0.3	0.379	0.607	0.522	0.514
278	ENSG00000196998.17	0.449	0.488	0.391	0.647	0.905	0.788
2408	ENSG00000170638.9	0.322	0.456	0.358	1	0.736	0.626
4302	ENSG00000149179.13	1	1	1	0.781	0.809	0.628
4305	ENSG00000196628.15	0.028	0.054	0.086	0.219	0.213	0.145
4876	ENSG00000023191.16	0.061	0.082	0.06	0.091	0.156	0.27
3134	ENSG00000163608.14	0.077	0.136	0.085	0.266	0.144	0.198
735	ENSG00000075336.11	0.115	0.101	0.113	0.228	0.266	0.146
4105	ENSG00000069399.14	0.042	0.196	0.196	0.523	0.549	1
1734	ENSG00000158850.14	0.593	0.614	0.503	0.806	1	0.797
643	ENSG00000100288.19	0.228	0.358	0.388	0.548	0.45	0.507
816	ENSG00000105341.18	0.162	0.438	0.279	0.566	0.682	0.47
4623	ENSG00000239779.6	0.906	0.769	0.952	0.579	0.65	0.721
928	ENSG00000267796.7	0.119	0.211	0.481	0.686	0.551	0.51
247	ENSG00000100316.15	0.465	0.277	0.457	0.769	0.668	0.619
722	ENSG00000008128.22	0.303	0.286	0.389	0.166	0.08	0.107
5245	ENSG00000112282.17	0.254	0.3	0.25	0.641	0.863	0.457
2996	ENSG00000174483.19	0.52	0.694	0.313	0.098	0.124	0.14
2021	ENSG00000102878.16	0.39	0	0.347	0.175	0	0
5314	ENSG00000090061.17	0.821	1	1	0.766	0.643	0.915
4804	ENSG00000177595.17	0.392	0.44	0.541	0.647	1	0.677
5150	ENSG00000127419.16	0.808	1	1	0.518	0.558	1
4208	ENSG00000108039.17	0.334	0.326	0.256	0.123	0.301	0.143
4429	ENSG00000176155.18	0.222	0.102	0.117	1	0.544	0.705
2221	ENSG00000170889.13	0.406	0.579	0.622	0.764	0.67	0.875
2283	ENSG00000213339.8	0.016	0.041	0.087	0.197	0.215	0.145
4129	ENSG00000125457.13	0.084	0.115	0.132	0.31	0.244	0.147
5939	ENSG00000186470.13	0.412	0.514	0.574	0.042	0.104	0.43
3523	ENSG00000141503.15	0.241	0.563	0.37	1	0.711	0.756
2682	ENSG00000112855.14	0.687	0.773	0.651	1	0.815	1
2435	ENSG00000159899.14	1	0.369	1	0.135	0.163	0.438
3036	ENSG00000155363.18	0.456	0.433	0.396	0.274	0.272	0.311
3642	ENSG00000135974.9	0.748	0.754	0.714	0.891	0.842	0.903
4821	ENSG00000178971.13	0.35	0.438	0.454	0.18	0.164	0.286
4228	ENSG00000240303.7	0.858	0.848	0.759	0.814	0.982	1
5269	ENSG00000054967.12	0.072	0.181	0.126	0	0	0
4336	ENSG00000111653.19	0.833	1	1	0.791	0.869	0.622
220	ENSG00000101361.16	0.371	0.307	0.216	0.113	0.267	0.188
505	ENSG00000065357.19	0.147	0.152	0.159	0.041	0.085	0.024
3817	ENSG00000158941.16	0.054	0.087	0.108	0.361	0.268	0.127
3824	ENSG00000143630.9	1	0.883	0.945	0.606	0.624	0.799
4920	ENSG00000160789.19	0.168	0.271	0.21	0.309	0.467	0.329
1807	ENSG00000065029.14	0.253	0.144	0.14	0.038	0.114	0.015
5271	ENSG00000115657.12	0.443	0.573	1	0.063	0.133	0.205
5940	ENSG00000186470.13	0.012	0.026	0.076	0.085	0.131	0.2
1954	ENSG00000182196.13	0.162	0.126	0.153	0.208	0.327	0.218
4998	ENSG00000115317.11	1	1	0.885	0.669	0.826	1
3473	ENSG00000211451.12	0.762	0.69	0.776	1	1	1
1809	ENSG00000165533.18	0.053	0.066	0.033	0.16	0.145	0.307
4477	ENSG00000128699.13	0.495	0.563	0.558	0.725	0.72	0.675
1793	ENSG00000123136.14	0.867	0.824	0.863	0.953	0.959	1
3885	ENSG00000130813.17	0.883	0.476	0.645	1	0.732	1
393	ENSG00000197381.15	0.796	0.805	0.615	1	1	0.841
4703	ENSG00000157379.13	0.543	0.583	0.651	0.29	0.393	0.382
1464	ENSG00000115459.17	0.774	0.906	0.642	0.359	0.524	0.474
3284	ENSG00000169718.17	0.087	0.084	0.104	0.391	0.216	0.292
2342	ENSG00000167272.10	0.188	0.111	0.124	0.187	0.309	0.244
611	ENSG00000129197.14	0.154	0.163	0.192	0.246	0.371	0.21
4318	ENSG00000020577.13	0.117	0.297	0.481	0.679	0.853	0.613
5657	ENSG00000214655.10	0.67	0.461	0.373	0.189	0.22	0.243
2632	ENSG00000197530.12	0.372	0.341	0.388	0.065	0.28	0
5022	ENSG00000130305.16	0.177	0.147	0.153	0.368	0.312	0.534
3054	ENSG00000186862.17	0.331	0.155	0.355	0.355	0	0
4778	ENSG00000160948.13	0.208	0.133	0.247	0.04	0.089	0.155
2927	ENSG00000161048.11	0.333	0.473	0.428	0.706	0.853	0.804
4483	ENSG00000169696.15	0.155	0.328	0.26	0	0.369	0
3389	ENSG00000170049.9	0.524	0	0	0.442	0.49	0.614
5640	ENSG00000114626.17	0.105	0.054	0.136	0.243	0.545	0.292
874	ENSG00000062822.12	0.025	0	0.137	0	0.69	1
4013	ENSG00000166394.14	0.538	0.588	0.727	1	1	1
5477	ENSG00000184863.10	0.019	0.023	0.034	0.332	0.096	0.124
715	ENSG00000143224.17	0.501	0.541	0.487	0.285	0.297	0.223
2702	ENSG00000163743.13	0.294	0.308	0.517	1	1	0.564
5443	ENSG00000099999.14	0.386	0.324	0.329	0.096	0.258	0.228
212	ENSG00000175197.11	0.927	0.911	0.954	0.825	0.757	0.768
3058	ENSG00000261832.6	0.018	0.182	0.076	0.241	0.419	0.156
2617	ENSG00000161999.11	0.304	0.325	0.34	0.17	0.135	0.225
4337	ENSG00000111653.19	0.225	0.274	0.201	0.036	0.146	0.093
1953	ENSG00000182196.13	0.834	0.848	0.751	0.577	0.615	0.553
2517	ENSG00000100949.14	0.189	0	0	0.651	1	0
724	ENSG00000008128.22	0.247	0.19	0.219	0.079	0.099	0.076
3348	ENSG00000215788.9	0.861	1	1	0.721	0.599	1
2375	ENSG00000141452.9	0.121	0.06	0.137	0.255	0.27	0.224
252	ENSG00000196756.11	0.709	0.77	0.541	0.271	0.354	0.497
4894	ENSG00000136718.9	0.053	0.183	0	1	0	1
4309	ENSG00000071889.16	0.618	0.802	0.7	1	1	0.696
630	ENSG00000137221.14	0.146	0.173	0.174	0.302	0.349	0.213
2531	ENSG00000084774.13	0.012	0.066	0.051	0.179	0.346	0.114
937	ENSG00000161010.14	0.686	0.697	0.668	0.853	0.779	0.908
2235	ENSG00000142186.16	0.75	0.73	0.712	0.643	1	1
3629	ENSG00000106330.11	0.204	0.16	0.144	0.104	0.049	0.039
4512	ENSG00000160753.15	0.58	0.605	0.717	0.865	0.798	0.901
3492	ENSG00000106948.16	0.057	0.032	0.108	0.157	0.143	0.418
873	ENSG00000062822.12	0.11	0.144	0.135	0.418	0.545	0.223
723	ENSG00000008128.22	0.049	0.07	0.275	0	0	0.045
152	ENSG00000161265.14	0.829	1	1	0.43	0.781	0.772
5947	ENSG00000105726.16	0.316	0.156	0.211	0.032	0	0.236
549	ENSG00000124357.12	0.068	0.148	0.17	0.149	0.302	0.421
1623	ENSG00000171453.17	0.252	0.189	0.211	0.259	0.46	0.345
4340	ENSG00000113240.12	0.227	0.296	0.616	0.544	0.757	0.813
2241	ENSG00000182325.10	0.353	0.543	0.472	0.203	0	0.166
671	ENSG00000160310.17	0.299	0.508	0.262	0.094	0.162	0.198
1772	ENSG00000096093.15	0.721	0.799	0.837	0.466	0.708	0.668
3644	ENSG00000135749.18	0.644	0.837	0.646	0.593	1	1
4420	ENSG00000135740.16	0.396	0.304	0.321	0	1	1
1779	ENSG00000163702.18	0.429	0.384	0.491	0.111	0.261	0.391
4806	ENSG00000177595.17	0.66	1	0.744	1	0.809	1
5659	ENSG00000214655.10	0.377	0.301	0.304	0.115	0.207	0.218
3424	ENSG00000265241.6	0.585	0.42	0.349	0.151	0.346	0.232
49	ENSG00000143793.12	0.136	0	0.197	0	0	0
3267	ENSG00000159079.18	0.842	0.827	0.902	0.529	0.763	0.668
4520	ENSG00000141504.11	0.436	0.331	0.291	0.219	0.192	0.266
4870	ENSG00000128159.11	0.458	0.065	0.379	0.08	0	0.148
2999	ENSG00000140543.14	0.497	0.659	0.736	0.852	0.856	0.832
4746	ENSG00000186635.14	0.066	0.175	0.048	0.157	0.206	0.251
2463	ENSG00000135473.14	0.754	0.604	0.615	0.489	0.556	0.37
2725	ENSG00000116691.10	0.569	0.563	0.346	1	1	0.462
931	ENSG00000267796.7	0.162	0.224	0.698	0	0	0.366
5573	ENSG00000214331.8	0.172	0.172	0.27	0.049	0.061	0.025
154	ENSG00000161265.14	0.509	0.415	0.396	0.606	0.709	1
343	ENSG00000131788.15	0.317	0.349	0.262	0.177	0.249	0.185
858	ENSG00000039650.11	0.067	0.136	0.122	0.189	0.3	0.263
120	ENSG00000221968.8	0.735	0.653	0.671	0.411	0.507	0.585
2869	ENSG00000119844.15	0.707	0.522	0.555	1	1	0.569
454	ENSG00000182944.17	0.864	0.961	0.84	0.737	0.858	0.528
3268	ENSG00000112659.13	0.478	0.37	0.548	0.227	0.31	0.245
1261	ENSG00000144395.17	1	1	0.76	0.84	0.824	0.632
389	ENSG00000117308.14	0.084	0.126	0.072	0.152	0.209	0.255
4415	ENSG00000115183.14	0.207	0.153	0.228	0.321	0.457	0.356
1334	ENSG00000213983.11	0.9	0.824	0.705	0.53	0.706	0.394
2815	ENSG00000183401.11	1	1	0.644	0.521	0.499	1
4730	ENSG00000154222.14	0.216	0.285	0.281	0.494	0.467	0.429
1316	ENSG00000146707.14	0.628	1	0.628	0.305	0.503	0.67
5360	ENSG00000157978.11	0.237	0.241	0.209	0.043	0.119	0.132
3175	ENSG00000072310.16	0.261	0.543	0.768	1	0.495	0.746
3903	ENSG00000087274.16	0.648	0.473	0.519	0.241	0.385	0.162
5774	ENSG00000177463.15	0.442	0.329	0.396	0.201	0.229	0.292
1075	ENSG00000115942.8	0.193	0.224	0.166	0.393	0.481	0.209
296	ENSG00000144354.13	0.176	0.186	0.178	0.18	0.343	0.498
732	ENSG00000143258.15	0.505	0.4	0.407	0.212	0.183	0.43
3441	ENSG00000204356.13	0.27	0.216	0.259	0.383	0.424	0.356
2022	ENSG00000102878.16	0.958	0.834	0.908	0.779	0.686	0.781
5233	ENSG00000261408.6	0.159	0.268	0.187	0.432	0.362	0.398
5119	ENSG00000164050.12	1	1	0.075	0.036	0.047	0.069
4517	ENSG00000169242.11	0.331	0.136	0.338	0.029	0.164	0.203
5654	ENSG00000137274.12	0.586	0.8	0.9	0.938	0.942	1
3976	ENSG00000072849.10	0.879	0.908	0.703	0.885	1	0.96
5918	ENSG00000149636.15	0.594	0.572	0.475	0.347	0.4	0.429
5213	ENSG00000127054.20	0.581	0.481	0.552	1	1	1
2583	ENSG00000140474.12	0.15	0.214	0.258	0.098	0.117	0.08
471	ENSG00000132781.17	1	1	1	0.792	0.756	1
1410	ENSG00000144061.12	0.44	0.347	1	0.592	1	1
1120	ENSG00000162298.18	0.387	0.737	0.282	0	0.219	0.219
4303	ENSG00000160055.19	0.378	0.296	0.273	0.143	0.116	0.18
1975	ENSG00000131899.10	0.079	0.3	0.527	0.421	1	0.653
777	ENSG00000090316.15	0.662	0.662	0.707	1	1	1
54	ENSG00000042317.16	0.034	0.125	0.054	0.087	0.344	0.123
5422	ENSG00000013573.16	0.5	0.516	0.384	0.222	0.145	0.403
3320	ENSG00000112146.16	0.61	0.462	0.452	0.317	0.449	0.354
3950	ENSG00000170581.13	0.411	0.33	0.318	0.436	0.524	0.485
4271	ENSG00000006534.15	0.321	1	0.525	1	1	1
573	ENSG00000160602.13	0.86	1	0.458	1	1	0.658
3108	ENSG00000119707.13	0.183	0.151	0.176	0.148	0.339	0.333
644	ENSG00000100288.19	0.722	0.856	0.881	0.919	0.979	0.887
1139	ENSG00000147789.15	0.463	0.526	0.552	0.354	0.206	0.354
2313	ENSG00000188878.19	0.344	1	1	1	1	1
2659	ENSG00000156239.11	0.637	0.633	0.663	0.922	0.919	0.707
356	ENSG00000125967.16	0.812	0.755	0.772	1	1	1
4709	ENSG00000116213.15	0.293	0.549	0.379	0.688	0.517	0.672
1361	ENSG00000154545.16	0.662	1	0.495	0.495	0.495	0.246
2524	ENSG00000104365.13	0.74	0.814	0.84	0.92	0.919	0.951
5146	ENSG00000145191.12	0.332	0.318	0.355	0.162	0.335	0.193
279	ENSG00000196998.17	0.656	1	0.911	0.927	1	1
5204	ENSG00000150433.9	0.895	0.783	0.867	0.711	0.688	0.678
5157	ENSG00000178761.14	0.841	0.878	0.932	0.856	0.794	0.673
1504	ENSG00000115282.19	0.166	0.281	0.29	0.134	0.134	0.119
3800	ENSG00000110888.17	0.137	0.221	0.277	0.372	0.254	0.358
4912	ENSG00000256223.5	0	0	0.407	0.524	0.594	0.423
3355	ENSG00000204348.9	0.921	0.931	0.734	0.693	0.777	0.621
5865	ENSG00000127580.15	0.22	0.22	0.298	0.07	0.175	0.042
4906	ENSG00000120549.17	0.653	0.508	0.397	0.08	0.057	0.415
3647	ENSG00000160613.12	0.439	0.331	0.621	0.155	0.315	0.324
2850	ENSG00000106077.18	0.481	0.198	0.147	0.447	0.513	0.722
5163	ENSG00000185024.16	0.246	0.374	0.187	0.082	0.193	0.03
5793	ENSG00000214941.7	0.668	0.601	0.679	0.911	0.843	0.767
3697	ENSG00000114786.16	0.082	0.099	0.114	0.084	0.241	0.315
3438	ENSG00000161179.13	0.486	1	0.743	1	1	0.704
2484	ENSG00000148334.14	0.729	1	0.921	1	1	1
3037	ENSG00000155363.18	0.534	0.397	0.451	0.33	0.359	0.298
4027	ENSG00000114857.17	0.112	0.142	0.158	0.394	0.181	0.197
4553	ENSG00000177943.13	0.114	0.176	0.562	0.758	0.575	0.562
3868	ENSG00000106009.15	0.47	0.617	0.52	0.595	0.877	0.678
2998	ENSG00000174483.19	0.172	0.127	0.169	0.062	0.088	0
3786	ENSG00000145029.13	0.73	0.557	0.882	0.348	0.596	0.434
1294	ENSG00000237765.6	0.395	0.431	0.402	0.627	0.588	0.441
273	ENSG00000167840.13	0.433	0.396	0.374	0.556	0.542	0.531
4168	ENSG00000242612.6	0.735	0.719	0.658	0.762	0.876	1
1014	ENSG00000102901.12	0.444	0.485	0.54	0.289	0.39	0.412
5568	ENSG00000196118.11	0.532	0.124	0.159	0.066	0.221	0
480	ENSG00000178149.16	0.101	0.168	0.163	0.261	0.255	0.617
475	ENSG00000085978.21	0.188	0.134	0.236	0.258	0.323	0.435
2595	ENSG00000072778.19	0.513	0.568	0.497	0.208	0.387	0.184
3617	ENSG00000132274.15	1	1	0	0.553	0.521	0.219
2885	ENSG00000124006.14	0.572	1	0.707	0.351	0.56	0.203
4463	ENSG00000256269.7	0.213	0.293	0.266	0.321	0.668	0.464
1239	ENSG00000166140.17	0.377	0.425	0.213	0.192	0.086	0.246
2069	ENSG00000185324.21	0.71	0.793	0.844	0.59	0.738	0.63
2991	ENSG00000124067.16	0.15	0.214	0.232	0.116	0.118	0.048
1915	ENSG00000147813.15	0.115	0.213	0.213	0.575	0.709	0.249
4518	ENSG00000141504.11	0.52	0.488	0.553	0.396	0.419	0.375
214	ENSG00000175197.11	0.487	0.6	0.461	0.347	0.35	0.491
2412	ENSG00000163378.13	0.043	0.059	0.12	0.183	0.343	0.183
618	ENSG00000008300.16	0.558	1	0.691	0.299	0.51	0.45
3803	ENSG00000110888.17	0.844	0.806	0.827	0.547	0.631	0.78
1523	ENSG00000150776.17	0.879	0.905	0.77	0.935	0.945	1
5565	ENSG00000196118.11	0.753	1	0.731	0.593	0.479	0.718
3464	ENSG00000115677.16	0.8	0.822	0.681	0.897	0.933	0.885
1612	ENSG00000092010.14	0.51	1	1	0.498	0.515	0.702
5528	ENSG00000169738.7	0.255	0.58	0.427	0.78	0.506	0.78
2511	ENSG00000094631.18	0.623	0.627	0.541	0.678	0.69	0.898
3966	ENSG00000121716.20	0.851	0.896	0.69	0.882	0.937	0.963
10258	ENSG00000112414.14	0.966	1	1	0	0.352	0
10287	ENSG00000124243.17	0.296	0.402	0.273	0.994	0.991	0.802
10946	ENSG00000143643.12	0.005	0.005	0.011	1	1	1
11311	ENSG00000187239.16	0.4	0.448	0.491	0.961	1	1
11315	ENSG00000187239.16	0.38	0.373	0.4	0.965	1	1
11679	ENSG00000153113.23	0.021	0.017	0.025	0.746	0.956	0.454
11694	ENSG00000153113.23	0.006	0.005	0.012	0.516	0.872	0.305
1175	ENSG00000180953.11	0	0	0	1	1	1
11888	ENSG00000008294.20	0.143	0.215	0.191	0.958	0.931	0.851
11898	ENSG00000022267.16	0.041	0.028	0.031	0.182	0.322	0.125
12042	ENSG00000113161.15	0.995	0.992	0.995	0.822	0.896	0.927
13099	ENSG00000104852.14	0.054	0.03	0.034	0.157	0.265	0.12
13308	ENSG00000182534.13	0.329	0.334	0.394	0.952	0.975	0.943
14233	ENSG00000197226.12	0.004	0.013	0.007	0.123	0.158	0.216
15706	ENSG00000119812.18	0.832	0.828	0.882	1	1	1
15924	ENSG00000205581.10	0.493	0.374	0.616	0.932	0.961	0.842
15930	ENSG00000205581.10	0.641	0.5	0.71	0.95	0.976	0.895
16647	ENSG00000130706.12	0.834	0.893	0.825	0.972	0.993	0.981
16650	ENSG00000171603.16	0.611	0.785	0.727	0.991	0.996	1
16654	ENSG00000171603.16	0.093	0.088	0.011	0.463	0.586	0.692
16666	ENSG00000181019.12	0.147	0.264	0.196	0.811	0.828	0.908
166	ENSG00000028310.17	0.233	0.152	0.124	0.014	0.024	0.019
17351	ENSG00000136754.16	0	0	0	0.653	0.587	0.693
17356	ENSG00000136754.16	0.42	0.409	0.372	0.695	0.772	0.846
18166	ENSG00000196504.15	0.713	0.684	0.636	0.992	0.981	0.986
19039	ENSG00000102309.12	0.729	0.735	0.723	1	0.988	0.949
19040	ENSG00000102309.12	0.362	0.333	0.333	1	0.935	0.755
19320	ENSG00000115355.15	0.302	0.385	0.204	0.857	0.829	0.889
19581	ENSG00000215837.7	0.616	0.599	0.716	0.076	0.093	0.045
20050	ENSG00000133961.19	0.187	0.286	0.407	0.048	0	0.015
20287	ENSG00000109756.8	0.212	0.197	0.118	1	1	1
21210	ENSG00000106603.18	0.287	0.401	0.328	0.069	0.093	0.087
21213	ENSG00000106603.18	0.197	0.282	0.242	0.057	0.077	0.073
21369	ENSG00000259024.6	0.035	0.088	0	1	1	0.814
21545	ENSG00000163125.15	0.172	0.32	0.36	0.884	0.894	0.847
22837	ENSG00000129103.17	0.855	0.859	0.811	0.983	0.982	0.951
22845	ENSG00000129103.17	0.605	0.615	0.539	0.938	0.928	0.839
22850	ENSG00000214253.8	0.996	0.988	0.99	0.918	0.897	0.703
23550	ENSG00000103121.8	0	0	0	0.259	0.309	0.038
2569	ENSG00000151914.19	0.589	0.834	0.618	1	0.987	0.98
2573	ENSG00000151914.19	0.175	0.198	0.113	1	0.966	1
25991	ENSG00000139116.18	0.142	0.031	0.117	0.93	1	0.658
26707	ENSG00000154813.9	0.913	0.91	0.902	0.191	0.313	0.269
26740	ENSG00000117616.17	0.075	0.108	0.249	0.812	0.784	0.752
27853	ENSG00000137501.17	0.97	1	1	0.377	0.408	0.206
27859	ENSG00000137501.17	0.213	0.358	0.149	1	1	1
27881	ENSG00000137501.17	0.169	0.146	0.114	1	1	1
28405	ENSG00000132424.14	0.15	0.201	0.589	0.988	0.96	0.89
29180	ENSG00000079156.16	0.57	0.617	0.927	0.143	0.043	0.023
29468	ENSG00000109184.14	0.432	0.348	0.389	0.05	0.12	0.145
29593	ENSG00000141552.17	0.114	0.139	0.118	0.015	0.013	0.026
30272	ENSG00000100281.13	0.865	0.845	0.867	0.325	0.351	0.397
30536	ENSG00000161526.14	0.8	0.762	0.842	0.993	0.965	0.995
3103	ENSG00000163681.14	0.985	1	1	0.782	0.574	0.619
32267	ENSG00000168003.16	0.986	1	0.993	0.609	0.713	0.233
32460	ENSG00000166295.8	0.975	0.939	0.885	0.26	0.412	0.59
32467	ENSG00000166295.8	0.986	0.969	0.931	0.706	0.742	0.785
32737	ENSG00000151353.14	0.386	0.488	0.46	0.968	1	1
32738	ENSG00000151353.14	0.047	0.077	0.126	0.682	0.514	0.624
34064	ENSG00000123349.13	0.844	0.858	0.812	0.974	0.985	0.973
34068	ENSG00000123349.13	0.648	0.645	0.583	0.922	0.951	0.932
34580	ENSG00000151725.11	0.367	0.496	0.543	0.965	0.952	0.942
35319	ENSG00000187951.10	0.647	0.484	0.448	1	1	1
35654	ENSG00000111206.12	0.972	0.953	0.971	0.637	0.593	0.465
35928	ENSG00000073712.14	0.005	0	0.006	0.17	0.158	0.148
36077	ENSG00000141179.13	0.704	1	0.917	0	0	0
3689	ENSG00000012660.13	0.999	0.999	0.999	0.847	0.86	0.931
36988	ENSG00000147852.15	0.125	0.114	0.153	0.813	0.71	0.746
37428	ENSG00000137145.20	0.974	1	1	0.359	0.458	0.598
37682	ENSG00000198363.17	0.975	0.968	0.978	0.841	0.881	0.864
38511	ENSG00000111801.15	0.237	0.037	0.11	1	1	1
38656	ENSG00000101745.16	0.012	0.111	0.115	0.836	0.529	0.664
3892	ENSG00000166747.12	0.047	0.023	0.025	0.647	0.75	0.368
39022	ENSG00000113648.16	0.718	0.792	0.841	0.989	0.976	1
39030	ENSG00000124831.18	0.011	0.011	0.009	0.294	0.467	0.065
39089	ENSG00000123219.12	0.174	0.185	0.172	0.013	0.027	0.024
39124	ENSG00000122644.12	0.142	0.076	0.061	0.598	0.701	0.787
39954	ENSG00000168385.17	1	0.931	0.795	0.112	0.347	0.114
40045	ENSG00000182473.21	0.013	0.034	0.053	0.574	0.299	0.389
40205	ENSG00000158987.20	0	0.028	0	0.801	1	0.617
40228	ENSG00000143420.18	0.802	0.833	0.81	1	1	1
40229	ENSG00000143420.18	0.83	0.861	0.84	1	1	1
40288	ENSG00000071054.16	0.173	0.209	0.196	0.615	0.723	0.563
40385	ENSG00000154721.14	0.254	0.27	0.322	0.064	0.067	0
40472	ENSG00000111450.13	0.76	0.777	0.792	0.433	0.324	0.281
41212	ENSG00000089157.15	0.992	0.995	0.997	0.815	0.867	0.966
41219	ENSG00000089157.15	0.99	0.993	0.996	0.77	0.835	0.955
41222	ENSG00000089157.15	0.991	0.994	0.996	0.795	0.851	0.961
41908	ENSG00000141002.19	0.187	0.252	0.285	0.048	0.048	0.091
42636	ENSG00000003756.16	0.203	0.315	0.471	0.969	0.977	0.953
42640	ENSG00000003756.16	0.722	0.728	0.722	0.968	0.974	0.97
42695	ENSG00000093183.13	0.012	0.041	0.047	0.262	0.162	0.31
43975	ENSG00000126698.10	0.874	0.909	0.9	1	0.997	0.998
44255	ENSG00000106692.13	0.896	0.855	0.807	0.063	0.216	0.203
450	ENSG00000141367.11	0.014	0.017	0.018	0.232	0.224	0.16
45218	ENSG00000110841.13	0.012	0.093	0.2	0.938	0.94	0.746
45367	ENSG00000163374.19	0.32	0.247	0.294	0.975	0.971	0.767
46235	ENSG00000117868.15	0.134	0.105	0.27	0	0	0.011
46937	ENSG00000088833.17	0.045	0.073	0.031	0.735	0.73	0.431
4699	ENSG00000184281.14	0.069	0.089	0.052	0.586	0.662	0.566
47032	ENSG00000047849.21	0.927	0.906	0.942	0.668	0.726	0.643
47034	ENSG00000047849.21	0.93	0.918	0.947	0.668	0.699	0.637
47445	ENSG00000122545.18	0	0	0	0.324	0.341	0.312
47467	ENSG00000166266.13	0.434	0.564	0.51	0.972	0.97	0.965
474	ENSG00000156976.16	0.905	0.877	0.876	0.548	0.62	0.62
47573	ENSG00000111790.13	0.224	0.281	0.432	0.87	0.853	0.955
48205	ENSG00000198839.9	0.679	0.591	0.638	1	1	1
48211	ENSG00000198839.9	0.581	0.426	0.502	1	1	1
4873	ENSG00000197535.14	0	0	0.022	0.35	0.263	0.496
48828	ENSG00000148950.9	0.458	0.348	0.58	0.012	0.029	0.054
49021	ENSG00000140521.12	0.055	0.055	0.077	0.251	0.245	0.291
49431	ENSG00000171055.14	0.288	0.276	0.285	0.051	0.059	0.065
49578	ENSG00000188732.10	0.026	0.024	0.047	0.533	0.463	0.461
49793	ENSG00000107679.14	0.025	0.061	0.024	0.741	0.896	0.892
49795	ENSG00000107679.14	0.129	0.101	0.055	0.739	0.927	0.952
49875	ENSG00000215472.10	1	0.974	1	0.226	0.4	0.56
49923	ENSG00000100503.23	0.461	0.523	0.263	1	1	0.989
51452	ENSG00000161671.16	0.024	0.01	0.006	0.161	0.157	0.209
51595	ENSG00000184640.17	0	0	0	1	1	1
5164	ENSG00000110536.13	0.92	0.887	0.925	0.577	0.644	0.551
52194	ENSG00000143624.13	0.363	0.345	0.303	0.026	0.07	0.091
53068	ENSG00000137177.19	0.951	0.954	1	0.102	0.305	0.379
53242	ENSG00000180822.11	0.021	0.02	0.03	0.211	0.275	0.261
5327	ENSG00000075413.17	0.062	0.071	0.041	0.755	0.612	0.529
5332	ENSG00000075413.17	0.055	0.069	0.024	0.541	0.43	0.283
53353	ENSG00000138326.18	0.085	0.095	0.06	0.994	0.999	0.876
54165	ENSG00000141551.14	0.032	0.052	0.052	0.242	0.216	0.266
543	ENSG00000173171.14	0.755	0.796	0.82	0.981	0.977	1
54524	ENSG00000144366.15	0.268	0.077	0.295	1	1	1
54860	ENSG00000140299.11	0.043	0.041	0.036	0.445	0.433	0.548
55060	ENSG00000159140.19	0	0.023	0.055	0.343	0.272	0.251
55592	ENSG00000092841.18	0.178	0.163	0.163	0.52	0.546	0.719
55879	ENSG00000163625.15	0.062	0.249	0.291	0.956	0.911	0.933
56488	ENSG00000135317.12	0.107	0.197	0.263	0.759	0.841	0.63
58735	ENSG00000170142.11	0.889	0.868	0.838	0.984	0.995	0.988
